ID,Tittel,Pris,Billettstatus,Dato,Order,Klokkeslett,URL,BildeURL,Kategorier,Google Product Category,Dynamisk retargeting,Kategori,event_count_in_category,ad_set_status
43145,Erik Bye i 100,450,in stock,6. februar - 11. september,1,6. februar - 11. september,https://www.drammensteater.no/program/43145-erik-bye-i-100/,https://cdn.tixly.com/no/tix/EventImages/Feature_43145.jpg,['Viser'],499969,no,Viser,7,ACTIVE
44158,Local Heroes,555,in stock,12. september,2,12. september,https://www.drammensteater.no/program/44158-local-heroes/,https://cdn.tixly.com/no/tix/EventImages/Feature_44158.jpg,"['Hyllest','Rock','Rockerne']",499969,yes,Hyllest,4,ACTIVE
44158,Local Heroes,555,in stock,12. september,2,12. september,https://www.drammensteater.no/program/44158-local-heroes/,https://cdn.tixly.com/no/tix/EventImages/Feature_44158.jpg,"['Hyllest','Rock','Rockerne']",499969,yes,Rock,4,ACTIVE
44158,Local Heroes,555,in stock,12. september,2,12. september,https://www.drammensteater.no/program/44158-local-heroes/,https://cdn.tixly.com/no/tix/EventImages/Feature_44158.jpg,"['Hyllest','Rock','Rockerne']",499969,yes,Rockerne,2,PAUSED
48463,MICOMPAÑIA,400,in stock,13. september,3,13. september,https://www.drammensteater.no/program/48463-micompania/,https://cdn.tixly.com/no/tix/EventImages/Feature_48463.jpg,"['Dans','Kulturglade']",499969,yes,Dans,5,ACTIVE
48463,MICOMPAÑIA,400,in stock,13. september,3,13. september,https://www.drammensteater.no/program/48463-micompania/,https://cdn.tixly.com/no/tix/EventImages/Feature_48463.jpg,"['Dans','Kulturglade']",499969,yes,Kulturglade,7,ACTIVE
48455,Øystein Sunde,690,in stock,17. september - 18. september,4,17. september - 18. september,https://www.drammensteater.no/program/48455-oystein-sunde/,https://cdn.tixly.com/no/tix/EventImages/Feature_48455.jpg,"['Viser','Kulturglade']",499969,yes,Viser,7,ACTIVE
48455,Øystein Sunde,690,in stock,17. september - 18. september,4,17. september - 18. september,https://www.drammensteater.no/program/48455-oystein-sunde/,https://cdn.tixly.com/no/tix/EventImages/Feature_48455.jpg,"['Viser','Kulturglade']",499969,yes,Kulturglade,7,ACTIVE
46520,SwingCompagniet,395,in stock,19. september,5,19. september,https://www.drammensteater.no/program/46520-swingcompagniet/,https://cdn.tixly.com/no/tix/EventImages/Feature_46520.jpg,"['Jazz','Swing']",499969,yes,Jazz,1,PAUSED
46520,SwingCompagniet,395,in stock,19. september,5,19. september,https://www.drammensteater.no/program/46520-swingcompagniet/,https://cdn.tixly.com/no/tix/EventImages/Feature_46520.jpg,"['Jazz','Swing']",499969,yes,Swing,1,PAUSED
